document,comment_id,type,start,end,comment,flausch,translated,id
NDY-003,192,compliment,100,139,Also kurz und schnell die stimme finde ich nicht grad so geil aber wenn andere gäfellt dan oke aber finde es richtig geil wie ihr es betont also daumen Hoch von mir :D,yes,So short and fast the voice I don't find that horny but if others gäfellt dan oke but find it really horny as you emphasize it so daumen high from me :D,NDY-003_192
NDY-003,192,positive feedback,145,167,Also kurz und schnell die stimme finde ich nicht grad so geil aber wenn andere gäfellt dan oke aber finde es richtig geil wie ihr es betont also daumen Hoch von mir :D,yes,So short and fast the voice I don't find that horny but if others gäfellt dan oke but find it really horny as you emphasize it so daumen high from me :D,NDY-003_192
NDY-003,193,positive feedback,129,190,"@EJlmfao was soll das heißen Y-TITTY für arme ? Die 2 sind auch nur ganz normale menschen , und wenn es ihnen spaß macht ?! Naja von mir bekommt ihr auf jedenfall einen daumen nach OBEN ;) 3",yes,"@EJlmfao what is it called Y-TITTY for poor people? The 2 are just normal people, and if it's fun for them?! Well from me you will definitely get a thumb to TOP ;) 3",NDY-003_193
NDY-003,195,positive feedback,0,25,sooooo geeeiiilleees lied ich find es besser als das original :D,yes,sooooo geeeiiilleees song I find it better than the original :D,NDY-003_195
NDY-003,195,positive feedback,26,64,sooooo geeeiiilleees lied ich find es besser als das original :D,yes,sooooo geeeiiilleees song I find it better than the original :D,NDY-003_195
NDY-003,196,positive feedback,0,31,Das ist mein lieblingslingslied Ich hab meinen freunden auch gesagt das sie sich das angucken sollen Also Daumen hoch :),yes,This is my favorite song I also told my friends that they should look at it So thumbs up :),NDY-003_196
NDY-003,196,positive feedback,32,100,Das ist mein lieblingslingslied Ich hab meinen freunden auch gesagt das sie sich das angucken sollen Also Daumen hoch :),yes,This is my favorite song I also told my friends that they should look at it So thumbs up :),NDY-003_196
NDY-003,196,positive feedback,101,120,Das ist mein lieblingslingslied Ich hab meinen freunden auch gesagt das sie sich das angucken sollen Also Daumen hoch :),yes,This is my favorite song I also told my friends that they should look at it So thumbs up :),NDY-003_196
NDY-003,198,compliment,23,38,die sind zwar hässlich aber singen gut ; I die wahrheit tut weh ; IIIII am liebsten würde ich euch töten und könnte so gut singen,yes,they are ugly but singing well ; I the truth hurts ; IIIII would like to kill you and could sing so well,NDY-003_198
NDY-003,202,compliment,123,149,@Nudu123 Witzig . Ich hab mal auf dein Kanal geguckt du sprichst auf keinen Video kann man dann selber andere beurtelien ? Sie trauen sich wenigstens nicht so wie du :),yes,@Nudu123 Funny. I once looked at your channel you talk on no video you can then yourself other beurtelien ? They don't trust themselves at least like you :),NDY-003_202
NDY-003,203,positive feedback,0,13,Voll Geil !!! Hab euch grade auf meinen Blog verlinkt :*,yes,Full horny !!! I've just linked you to my blog:*,NDY-003_203
NDY-003,203,positive feedback,14,56,Voll Geil !!! Hab euch grade auf meinen Blog verlinkt :*,yes,Full horny !!! I've just linked you to my blog:*,NDY-003_203
NDY-003,205,positive feedback,49,109,"ich finde es nicht wichtig wie die stimme klingt es ist einfach gut das man mal hört was es auf deutsh heisst , wenn man es die ganze zeit mitsingt ... also macht weiter so es gibt sicher bessere sänger aber wie gesagt die überzetung ist das wichtigste ....",yes,"I don't think it's important how the voice sounds it's just good that you listen to what it's called on deutsh, if you sing it all the time ... so keep going so there's probably better singers but as I said, the most important thing...",NDY-003_205
NDY-003,205,encouragement,157,172,"ich finde es nicht wichtig wie die stimme klingt es ist einfach gut das man mal hört was es auf deutsh heisst , wenn man es die ganze zeit mitsingt ... also macht weiter so es gibt sicher bessere sänger aber wie gesagt die überzetung ist das wichtigste ....",yes,"I don't think it's important how the voice sounds it's just good that you listen to what it's called on deutsh, if you sing it all the time ... so keep going so there's probably better singers but as I said, the most important thing...",NDY-003_205
NDY-003,206,compliment,0,59,Ich finde das habt ihr Jungs wirklich ganz toll gemacht :-) vielleicht einbisschen gesangsunterricht und ihr wärt noch besser . meine freunde und ich singen das lied die ganze zeit auf dem schulhof :-D,yes,I think that you guys did really great :-) maybe a bit of singing lessons and you would be even better. my friends and I sing the song all the time at the schoolyard :-D,NDY-003_206
NDY-003,206,positive feedback,128,201,Ich finde das habt ihr Jungs wirklich ganz toll gemacht :-) vielleicht einbisschen gesangsunterricht und ihr wärt noch besser . meine freunde und ich singen das lied die ganze zeit auf dem schulhof :-D,yes,I think that you guys did really great :-) maybe a bit of singing lessons and you would be even better. my friends and I sing the song all the time at the schoolyard :-D,NDY-003_206
NDY-003,214,positive feedback,32,45,sind das 2 oder einer ~ . ~ :DD ich finds gut,yes,are that 2 or one.,NDY-003_214
NDY-003,215,compliment,55,76,@Nudu123 alter machs besser oder halt die fresse - . - die sind voll gut !!! wenn du die musik von denen nicht magst dann hör sie dir nich an - . -,yes,@Nudu123 old make better or stop the eater - . - they are full good !!! if you don't like the music of them then don't listen to them - . -,NDY-003_215
NDY-003,220,positive feedback,0,28,Das is echt super geworden ! Respekt ! LG Didu,yes,This has become really great ! Respect ! LG Didu,NDY-003_220
NDY-003,220,compliment,29,38,Das is echt super geworden ! Respekt ! LG Didu,yes,This has become really great ! Respect ! LG Didu,NDY-003_220
NDY-003,224,affection declaration,17,32,ist komisch aber ich mag euch XD,yes,It's weird but I like you XD,NDY-003_224
NDY-003,227,positive feedback,0,44,ich find dieses video am besten von allen !!,yes,I find this video best of all !!,NDY-003_227
NDY-003,228,compliment,0,40,Ich finde das die echt gut singen können . Sie sind jungs und können das . Is nich oft und lasst sie doch einfach in ruhe . Wenn es euch nicht gefällt dann guckts euch nich an,yes,I think that they can sing really well. They are young and can do it. Is not often and just leave them alone. If you don't like it then don't look at you.,NDY-003_228
NDY-003,228,compliment,43,72,Ich finde das die echt gut singen können . Sie sind jungs und können das . Is nich oft und lasst sie doch einfach in ruhe . Wenn es euch nicht gefällt dann guckts euch nich an,yes,I think that they can sing really well. They are young and can do it. Is not often and just leave them alone. If you don't like it then don't look at you.,NDY-003_228
NDY-003,228,positive feedback,75,86,Ich finde das die echt gut singen können . Sie sind jungs und können das . Is nich oft und lasst sie doch einfach in ruhe . Wenn es euch nicht gefällt dann guckts euch nich an,yes,I think that they can sing really well. They are young and can do it. Is not often and just leave them alone. If you don't like it then don't look at you.,NDY-003_228
NDY-003,233,compliment,0,28,Du könnt voll gut Singen *_*,yes,You're good at singing *_*,NDY-003_233
NDY-003,235,implicit,61,106,"@BossBangerGott ganz ehrlich , dann schau dir das nicht an . Weißt du wieviel arbeit in den Video steckt ? ..",yes,"@BossBangerGod quite honestly, then don't look at this. Do you know how much work is in the video? ..",NDY-003_235
NDY-003,237,positive feedback,0,16,schönes video <3 ich finds süß wie Roman das Herz zeigt * - * ',yes,beautiful video <3 I find sweet as Roman shows the heart * - * ',NDY-003_237
NDY-003,237,positive feedback,17,63,schönes video <3 ich finds süß wie Roman das Herz zeigt * - * ',yes,beautiful video <3 I find sweet as Roman shows the heart * - * ',NDY-003_237
NDY-003,238,compliment,0,20,roman sing total gut,yes,roman sing totally good,NDY-003_238
NDY-003,244,positive feedback,0,58,ich könnte mir das lied echt den ganzen tag angucken !! ^^ :top:,yes,I could really watch the song all day !! ^^ :top:,NDY-003_244
NDY-003,244,positive feedback,59,64,ich könnte mir das lied echt den ganzen tag angucken !! ^^ :top:,yes,I could really watch the song all day !! ^^ :top:,NDY-003_244
NDY-003,248,positive feedback,67,93,Irgendwie erinnern die 2 mich an jedward ^^ Kein Plan why xD Abeer das ist voll cool unso ^-^,yes,Somehow the 2 remind me of jedward ^^ No plan why xD Abeer that is totally cool unso ^-^,NDY-003_248
NDY-003,249,positive feedback,81,153,@Error1011 naja mein herz überspringt einen schlag wie hört sich das denn an ... da find ich mein herz spielt verrückt eigentlich die bessere übersetzung . aber naja ist sowieso ein problem englische lieder auf deutsch zu übersetzen wegen solchen redewendungen ... und außerdem die sind vl 12. .. :D,yes,@Error1011 naja my heart skips a hit like that sounds like ... because I find my heart plays crazy actually the better translation. but naja is anyway a problem English songs to translate in German because of such phrases ... and also those are vl 12. .. :D,NDY-003_249
NDY-003,250,affection declaration,151,190,@HannaJedward1 Keine Ahnung O. o Irgendwie Zwillige und die singen und so und Jedward halt auch so :'DD Ach Keine Ahnung irgendwie Frag mich nicht ^-^ JEDWARD SIND HALT AUCH TOTAL GEIL * - * Hihii ^^,yes,@HannaJedward1 I don't know O. o Somehow willing and singing and so and Jedward just like that :'DD Oh I don't know somehow Don't ask me ^-^ JEDWARD ARE CONTENT ALSO TOTAL GEIL * - * Hihii ^,NDY-003_250
NDY-003,253,affection declaration,18,51,ich bin auch 12 ; bin ein mädchen ud LIEBEEE euch !,yes,I'm also 12; I'm a girl and LOVEEE you!,NDY-003_253
NDY-003,255,positive feedback,0,42,Also das ist echt Gut geworden Jungs ! ( : Macht weiter so ! ^^ Vorallem eure stimmen .. echt toll ( : gefällt mir sehr ^^,yes,So this is really good guys ! ( : Keep going ! ^^ Especially yours are right .. really great ( : I like very much ^^,NDY-003_255
NDY-003,255,encouragement,43,63,Also das ist echt Gut geworden Jungs ! ( : Macht weiter so ! ^^ Vorallem eure stimmen .. echt toll ( : gefällt mir sehr ^^,yes,So this is really good guys ! ( : Keep going ! ^^ Especially yours are right .. really great ( : I like very much ^^,NDY-003_255
NDY-003,255,compliment,64,102,Also das ist echt Gut geworden Jungs ! ( : Macht weiter so ! ^^ Vorallem eure stimmen .. echt toll ( : gefällt mir sehr ^^,yes,So this is really good guys ! ( : Keep going ! ^^ Especially yours are right .. really great ( : I like very much ^^,NDY-003_255
NDY-003,255,positive feedback,103,122,Also das ist echt Gut geworden Jungs ! ( : Macht weiter so ! ^^ Vorallem eure stimmen .. echt toll ( : gefällt mir sehr ^^,yes,So this is really good guys ! ( : Keep going ! ^^ Especially yours are right .. really great ( : I like very much ^^,NDY-003_255
NDY-003,258,compliment,0,12,"Die sind Gut , Hater Ignorieren ! ^^",yes,"They're good, Hater ignore! ^^",NDY-003_258
NDY-003,259,compliment,0,18,"ia singd sau gud ! und zusammen bei ' mein herz spielt verrückt ' und bei mrafrain , klingts am besdn , und vorallem auch wenn die 2 verschieden töne bei ' spielt ' sind , klings am besdn . FAVOURiTE !! :D :D",yes,"ia singd sau Gud ! and together at 'my heart plays crazy ' and at mrabrain , sounds at besdn , and especially when the 2 different sounds are at 'plays ' , Klings at besdn . FAVOURITE !! :D :D",NDY-003_259
NDY-003,259,positive feedback,23,187,"ia singd sau gud ! und zusammen bei ' mein herz spielt verrückt ' und bei mrafrain , klingts am besdn , und vorallem auch wenn die 2 verschieden töne bei ' spielt ' sind , klings am besdn . FAVOURiTE !! :D :D",yes,"ia singd sau Gud ! and together at 'my heart plays crazy ' and at mrabrain , sounds at besdn , and especially when the 2 different sounds are at 'plays ' , Klings at besdn . FAVOURITE !! :D :D",NDY-003_259
NDY-003,259,positive feedback,190,208,"ia singd sau gud ! und zusammen bei ' mein herz spielt verrückt ' und bei mrafrain , klingts am besdn , und vorallem auch wenn die 2 verschieden töne bei ' spielt ' sind , klings am besdn . FAVOURiTE !! :D :D",yes,"ia singd sau Gud ! and together at 'my heart plays crazy ' and at mrabrain , sounds at besdn , and especially when the 2 different sounds are at 'plays ' , Klings at besdn . FAVOURITE !! :D :D",NDY-003_259
NDY-003,263,positive feedback,19,31,@DieLochis Erstmal tolles Video . Zweitens Seit ihr zufällig Zwillinge ?,yes,@TheLochis First great video. Second since you happen to be twins?,NDY-003_263
NDY-003,270,positive feedback,0,46,is ja süß das ihr euch traut das reinzustellen aber zu dieter solltet ihr nich- . -,yes,Is sweet that you dare to set it up but to Dieter you should not. -,NDY-003_270
NDY-003,271,encouragement,0,26,gehe mal zu Super Talent !,yes,Go to Super Talent!,NDY-003_271
NDY-003,275,affection declaration,0,24,oaarrrrrr sooooooo süüüß ich mag euch so ich denke mir manchmal das ich euch wirklich kennen würde ich kann so ziemlich jedes lied von euch auswendig :-*,yes,oaarrrrrrr sooooooo sweet I like you so I think sometimes that I would really know you I can memorize pretty much any song of you :-),NDY-003_275
NDY-003,275,affection declaration,25,40,oaarrrrrr sooooooo süüüß ich mag euch so ich denke mir manchmal das ich euch wirklich kennen würde ich kann so ziemlich jedes lied von euch auswendig :-*,yes,oaarrrrrrr sooooooo sweet I like you so I think sometimes that I would really know you I can memorize pretty much any song of you :-),NDY-003_275
NDY-003,275,affection declaration,41,98,oaarrrrrr sooooooo süüüß ich mag euch so ich denke mir manchmal das ich euch wirklich kennen würde ich kann so ziemlich jedes lied von euch auswendig :-*,yes,oaarrrrrrr sooooooo sweet I like you so I think sometimes that I would really know you I can memorize pretty much any song of you :-),NDY-003_275
NDY-003,275,positive feedback,99,153,oaarrrrrr sooooooo süüüß ich mag euch so ich denke mir manchmal das ich euch wirklich kennen würde ich kann so ziemlich jedes lied von euch auswendig :-*,yes,oaarrrrrrr sooooooo sweet I like you so I think sometimes that I would really know you I can memorize pretty much any song of you :-),NDY-003_275
NDY-003,279,positive feedback,45,70,ihr habt zwar nicht die besten gesangskünste ich finds trotzdem gut :D,yes,you haven't got the best singing skills I still like :D,NDY-003_279
NDY-003,283,positive feedback,0,15,richtig cool :) könnt voll gut singen 3 :D,yes,really cool :) can sing fully well 3 :D,NDY-003_283
