phrase,label
Das ist wirklich ein mega schönes Video . ♥ ♡ ♥ ♡ ♥ ♡ ♥ ♡ ♥ ♡ ♥ ♡ ♥ ♡ ♥ ♡ ♥ ♡,positive feedback
Hdl ♡ ♥ ♡ ♥ ♡ ♥,affection declaration
Ihr seit toll 😊,affection declaration
"Haha , sehr gut xD !!!",positive feedback
lol,ambiguous
frankfurt !! :),positive feedback
Deine Frisur sieht toll aus !,compliment
"Könntest du dazu ein Tutorial machen ? :) Und auch wenn du es wahrscheinlich überhaupt nicht mehr hören kannst und ich normalerweise gar nicht der Ansicht bin , aber : In diesem Video hast du doch erhebliche Ähnlichkeit mit Mila Kunis . :D",not
die lochis ich großen fan,group membership
geiles video,positive feedback
bitte mehr davon ❤ ❤ ❤,encouragement
ihr seid süß,affection declaration
im bad brauch ich 1 - 2 stunden,not
💗 💗 ❤ ❤,positive feedback
ihr seid Bombe,affection declaration
Wenn ich euch sehe spielt mein herz verrückt,affection declaration
Megaa !,positive feedback
liebe euch 3,affection declaration
"das war eine echt gut idee , so mit der community zusammenzuarbeiten :)",positive feedback
kompliment !,compliment
"Anfangs war ich ein großer Daniela Katzenberger Fan , mit der Zeit ist mir aber irgendwie immer mehr aufgefallen wie gespielt das alles eigentlich ist ( obwohl sie ja immer so tut als ob sie so redetet wie ihr der Schnabel gewachsen ist ) ... Ich denke , dass bei ihr einfach gaaaaaaaaaaanz viel Show dahinter steckt und diese Natürlichkeit sehr gespielt ist .",not
Ich finde du hast das Buch gut beschrieben,compliment
und deine ehrliche Meinung darüber gesagt :D,not
Du bist mega hübsch ! :*,compliment
Naja,not
es ist gar nicht so schlecht,positive feedback
ihr könnt schon singen,compliment
.,not
Wenn ihr ein bisschen übt dann hört es sicher ganz toll an :),encouragement
Omg Heiko's Lächeln bei Minute 2:00 so süß 😍,compliment
kauf dir doch nen neuen ! Spaß :),not
und geile Parodie,positive feedback
<b> - </b>,not
"Ich finde deine Videos echt super , vorallem die Tipps die du in deinen Videos nennst",positive feedback
. Ich würde mich sehr über ein solches Packet freuen :),not
3,positive feedback
"Boorr ich bin Sprachlos , du bist soo hübsch",compliment
deine Lippen 😍 😍,compliment
"Du hast ne tolle Charakter , lachen , dein aussehen , u. s. w. ich bin sprachlos . 💜 💜",compliment
ich finde es total schön wenn du die haare auf die seite nimmst mit deiner mütze ! ;),compliment
Ich hatte voll gänsehaut,sympathy
super video ( :,positive feedback
ich brauh eigentlich nur vl 5 min im Bad weil i am Vortag am abend imma duschn geh hahah und Frühstück zeitnehmen ? ow ich glaub als Mädchen kann ivh behaupten dass wir das nd wirklich machen . Ess zum Beispiel nichts erst in da schule dann xd,not
Ja ich habe die Videobotschaft auch nich wirklich verstanden aber,not
das Video ist ihr wirklich gelungen das muss man schon sagen,compliment
.,not
Luna du bist so toll und Selbstbewusst,affection declaration
,not
Luna du bist so toll und Selbstbewusst,compliment
ihr macht die besten viedios,compliment
Ich libe euch,affection declaration
Geiles Video Roman und Heiko,positive feedback
Omg du bist so schön,compliment
ich möchte so sein wie du,affection declaration
ick kan nur sagen oMg es hat mich richtig mit genommen,positive feedback
du bist so beautiful,compliment
hdl,affection declaration
deine sabi,not
hahahahhaha =D,ambiguous
Super video,positive feedback
und,not
tolle ideen,compliment
das wird mir bestimmt weiter helfen :) ❤,positive feedback
#DieLochis hey <3 ich liebe euch !!!,affection declaration
wollen wir uns treffen ?!,not
Ist ja hammer gemacht,positive feedback
aber wieso nehmmt ihr das iphone 5 s nich wenn ir das 6 habt,not
Geil,positive feedback
<b> _ </b>,not
Ich liebe deine art von videos :) ♥,positive feedback
Nice,positive feedback
nice,positive feedback
kul,positive feedback
Cooles Video,positive feedback
Das Makeup und die Frisur steht dir mega . :-),compliment
Guten Körper Heiko ❤️ 😏,compliment
ist einfach super boys ^^,positive feedback
3 Stunden 😛 😛 😛,not
😍 😍 😍 😍 😗 😗 😗 😗 😗,positive feedback
du dumm,not
das ist das beste lid,positive feedback
Wer ist die eine da ?,not
😍,positive feedback
ihr seid gut !!! ♥,compliment
Geil ♥ ♥,positive feedback
SOOO VIEL HERZ u FREUDE-LIEBE-LEIDENSCHAFT-BRAVO HEIKO u ROMAN !!!!!,compliment
"So ein wunderschönes , ausdruckstarkes Video Luna",positive feedback
.,not
Ich bin echt sprachlos,positive feedback
.,not
Ich könnte über diese Botschaft hinter dem Video echt eine Ewigkeit nachdenken,positive feedback
..,not
Meinen größten Respekt,compliment
.,not
geil 👍 👍 👍 💖 💖 💖 💙 💙 ❤ ❤ 💋 💋 💋,positive feedback
geil,positive feedback
@DieLochis,not
ich finde roman zwar coool und süß,affection declaration
". aber Das Katzenklo2 hat recht , heiko behält wirklich mehr kontakt zu den fans , als roman :)",not
@Der1999Ottifant,not
Aber Trotzdem Cooles Video-,positive feedback
", , -",not
sofiabeautycafe und grischisstudio 😍,affection declaration
Cool 😃,positive feedback
Cool,positive feedback
ich liiebe euch ♥,affection declaration
"Meine Tipps für euch währen : Shake it off , Perfect two oder vielleich Stayed with me 🙋 😋 überlegts euch Bye",not
😘 ♥,positive feedback
luz 😍,affection declaration
GÄNAEHAUT PUUUUUUR ECHT !,sympathy
RESPEKT AN EUCH !!,compliment
Deine schmincke und du seht heute so schön aus * - *,compliment
Ich trage immer einen Pyjama is einfach so tradizion finde ich man muss sich umziehen und zwar gleich in den Pyjama rein :),not
ccccccccccccccooooooooooooooooooooooooooooooooooooooooollllllllllllllllllllllllllllll cool,positive feedback
Frankfurt 3,positive feedback
OK ich like euch,affection declaration
Du bist so süß im Zeitraffer !,compliment
Geeeilll,positive feedback
geil ^_^,positive feedback
Ich liebe deine Art - deine Hingabe - wie du deine Videos gestaltest und wie du auf mich wirkst,affection declaration
.,not
Du hast echt Talent,compliment
. An deine Stimme muss man sich zwar gewöhnen und es ist auch nicht jedermans Geschmack .,not
Aber das hier ist toll,positive feedback
.,not
Pass auf dich auf und bleib stark,encouragement
.,not
Tobias Pudelko macht das Lied geil,positive feedback
das ist das erste video das ich von euch sehe und muss euch echt ein Lob aussprechen :),compliment
Klar ist das nicht die korrekte Übersetzung von My heart skips a beat ( wie oft hier genannt ) aber ich finde eure Version sogar noch besser als die von Alexi Bexi ( der hat mich hergeführt ) denn : ihr singt es in eurer jüngeren Stimme in der richtigen Tonlage und dadurch kann ich über die etwas freie Übersetzung drüber hersehen . Also,not
macht bitte weiter,encouragement
und ingnoriert die Assis die nix verstehen .,not
Wie immer geil ( ^o^ ),positive feedback
du bist sooooo hübsch und soooo cool 3,compliment
,not
du bist sooooo hübsch und soooo cool 3,affection declaration
hahah geiles video 😂 😂 💋,positive feedback
gott bist du schön !,compliment
geil,positive feedback
ihr seid cool Roman und heiko,affection declaration
schön,positive feedback
ihr seid der hammer,affection declaration
Geile Parodie ! :),positive feedback
Der erste kann ja mal garnicht singen ... ;,not
Bei der 24 sekunde bei diesem MIR Singt der voll leise das hört sich voll geil an .,positive feedback
ich glaube der ist im stimmbruch ! :),not
total süß :),positive feedback
' viel mehr videos werden bald kommen ' sagte er und es kamen weitere 311.,not
ommgg so proud <3 <3 <3,affection declaration
ok die besten sänger sind es nicht aber,not
ich findsa trotzdem gut : 9,positive feedback
macht mehr lieder,encouragement
und die hier sagen ihr könnt nicht singen die können es selber net also ...,not
weiter so,encouragement
du bist ja süß,affection declaration
hahahaha,not
Cool,positive feedback
ihr seid die besten youtuber der welt,affection declaration
cool mit Fabian,positive feedback
+ Andy Locher,not
Sie machen gute Musik und sind lustig !,compliment
Hallo ir lorchis ich mag üch,affection declaration
ir ist die lis,not
Das Video ist echt geil,positive feedback
und ich finde die melodie passt richtig gut dazu,positive feedback
und ich freu mich schon auf noch mehr lochi lieder 😍,positive feedback
einfach geil,positive feedback
geil,positive feedback
cool,positive feedback
du bist verdammt hübsch ! 3,compliment
ich finds ganz gut !!!,positive feedback
Ich schaue mir das video bestimmt schon zum 1000 mal an genau und ich liebe es,positive feedback
",",not
"Alles ist perfekt . Das make up , dein Gesang , dein Outfit und deine Präsentation von deiner Persönlichkeit !",compliment
Du bist so eine wahnsinnig inspirierende Youtuberin,affection declaration
und,not
"ich sehe in deinen Videos so viele Botschaften und Emotionen , der Wahnsinn ❤️",positive feedback
Oh ich liebe deine Videos,positive feedback
hehe ich bin 16 und habe einen roten Pyjama mit snoopy und nen blauen mit Eisbären dazu kuschel socken mit Kühen drauf :D ps. : ich bin 16 :D und es ist mir in keinster weise peinlich !!! :D,not
siehst gut aus in dem video :),compliment
lochi Vs lochi,encouragement
Du inspierierst mich so sehr . Danke,gratitude
.,not
Cooles lied,positive feedback
Du bist schön,compliment
.,not
Deine Stimme . Wow,compliment
.,not
So ein schönes Video 😍 😍 ❤️ 👌,positive feedback
ich liebe euch ♥ ♡ ♥ ♡,affection declaration
Der look ist klasse !,compliment
Wie kann ich das nachschminken ?????,not
Sehr hilfreich !,positive feedback
Wie macht ihr das ihr so gut aus seht un das selbe auch mit dem singen,compliment
voll cool,positive feedback
ein Abo von mir bekommt ihr,positive feedback
romans stimme awwwwwwwww,compliment
cooles Video :-),positive feedback
#snapchatarmy @dschaena,not
p. s des Video taugt 😂 👌,positive feedback
Ich hoffe du machst solche Videos öfter,encouragement
", so hat man nämlich wirklich die Chance verschienden Meinungen und Behandlungsmöglichkeiten kennen zu lernen . Und auch",not
ein Lob an diejenigen die eine Videoantwort an dich gesendet haben,compliment
",",not
wicklich klasse Arbeit . :D,positive feedback
Ich freu mich schon aufs nächste Video in diesem Format,positive feedback
.,not
Beste Parodie ! 😏,positive feedback
community videos finde ich toll :),positive feedback
#snapchatarmy @heikolochmann @nadinerizzo,not
Die Parodie ist Mega 😍 ❤️,positive feedback
ich finde das viedeo ist cool geworden,positive feedback
Ich find das Video super :),positive feedback
ENDLICH einmal hilfreiche Tipps,positive feedback
und nicht nur die einfachen gängigen Tipps wie da kann man nichts machen und Pickel bloß nicht ausdrücken !,not
"Wie immer ein sinnvolles Video , das Spaß macht anzusehen !",positive feedback
Danke dafür :),gratitude
du siehst heut so schön aus ! ( :,compliment
Ich gebe euch immer eib daumen hoch !!,positive feedback
cool,positive feedback
.,not
Ich fand das wahnsinnig interessant,positive feedback
. Ich kämpfe schon ziemlich lange mit Pickel und werde das alles mal ausprobieren :) also erstens mal,not
ein großes Danke an alle die eine Video-Antwort eingeschickt haben,gratitude
. und zweitens bin ich echt schon gespannt was davon bei mir auch hilft .,not
Ahhh ich liebe die piep-stimme xD,compliment
musste soo lachen als du mit dem weissen nachthemd rumgetanzt bist !,positive feedback
"Also ich penne immer mit tanktop und schlabberhose , ich mag pyjamas nicht so und nee du bist nicht bekloppt wen du die magst , jeder soll tragen was ihm gefällt ;)",not
Julia Schaupp,not
das wäre mega toll ❤️ ❤️,agreement
Tolles Videi,positive feedback
ich wünsche dir und deiner familie alles gute,not
Ich liebe es,positive feedback
Richtig gut Jungs !,positive feedback
Macht weiter so :),encouragement
Nice,positive feedback
cool,positive feedback
Ihr seid die Besten ❤ ❤,affection declaration
Liebe Euch ❤ ❤,affection declaration
Ich liebe dieses Lied,positive feedback
Geiles video,positive feedback
wer das auch findet like,not
ihr seid die besten 👏 👏,affection declaration
ihr seid die besten,affection declaration
lol,ambiguous
Geiiill ❤,positive feedback
singt ihr sehr gut :),compliment
ihr seid süß :D,affection declaration
und hee die gegen euren gesang was haben sind geschmackslos :P,not
3,positive feedback
♥ ♡ ♡ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♡ ♥ ♡ ♡ ♡ ♥ ♥ ♥ ♥ ♥ ♡ ♡ ♡ ♡ ♡ ♥ ♥ ♥ ♥ ♥ ♡ ♥ ♥ ♥ ♥ ♡ ♡ ♥ ♥ ♥ ♥ ♡ ♥ ♡ ♥ ♥ ♡ ♥ ♥ ♡ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♡,positive feedback
Was ist Los,not
3,positive feedback
+ DieLochis,not
Coole Parodie,positive feedback
Kann Ich Mal in einer parodie Dabei Sein :-),not
bitte bitte noch mehr bücher reviews !,encouragement
hahaha ! Vor dem Auto schlafen ??? 😕,not
Geil !!!! 😃 😃,positive feedback
Omg 😍 😍 😍 😍,positive feedback
Cool,positive feedback
singt mehr songs,encouragement
Voll schön,positive feedback
nur des Outfit gefällt mir nicht so,not
Ich hab euch aboniert,positive feedback
du siehst hier sooooo schön aus !!,compliment
Parodiert doch mal einen Song von euch (,not
ihr seind die Besten Youtuber,affection declaration
),not
man wie cool,positive feedback
ja das wäre zu geil xd,agreement
ihr seid die besteeeeen,affection declaration
ihr seid meine forbilder ♥ ♥ ♥ ♥ ♥,affection declaration
Darf ich Heiko Heiraten 😍,affection declaration
+ SwissLP Bern awa,not
die sind die besten,affection declaration
Ich mach Dich glücklich - aboniert ! :D,positive feedback
"Super sympathischer Junge , schaut man sich gern' an . :)",affection declaration
Wie süß 😍 😍,positive feedback
